[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2291ms]
[BUSQUEDA RUTAS] 712 tareas de busqueda paralela completadas [48ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 6712
    [SIN RUTAS CANDIDATAS] 6712 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008482 | EBCI→LOWW | cant=1 | creado=2026-06-21T18:06 | deadline=2026-06-22T18:06
      LDZA-000006956 | LDZA→EDDI | cant=2 | creado=2026-06-20T05:29 | deadline=2026-06-21T05:29

      LDZA-000006957 | LDZA→OMDB | cant=2 | creado=2026-06-20T05:47 | deadline=2026-06-22T05:47

      LDZA-000006958 | LDZA→SBBR | cant=2 | creado=2026-06-20T06:05 | deadline=2026-06-22T06:05

      LDZA-000006959 | LDZA→LBSF | cant=2 | creado=2026-06-20T06:34 | deadline=2026-06-21T06:34

      LDZA-000006960 | LDZA→OMDB | cant=2 | creado=2026-06-20T06:56 | deadline=2026-06-22T06:56

      LDZA-000006961 | LDZA→OMDB | cant=2 | creado=2026-06-20T07:14 | deadline=2026-06-22T07:14

      LDZA-000006962 | LDZA→OSDI | cant=2 | creado=2026-06-20T07:40 | deadline=2026-06-22T07:40

      LDZA-000006963 | LDZA→OMDB | cant=2 | creado=2026-06-20T07:58 | deadline=2026-06-22T07:58

      LDZA-000006964 | LDZA→OYSN | cant=2 | creado=2026-06-20T08:19 | deadline=2026-06-22T08:19

      LDZA-000006965 | LDZA→OSDI | cant=2 | creado=2026-06-20T08:46 | deadline=2026-06-22T08:46

      LDZA-000006966 | LDZA→EDDI | cant=2 | creado=2026-06-20T09:01 | deadline=2026-06-21T09:01

      LDZA-000006967 | LDZA→LKPR | cant=2 | creado=2026-06-20T09:23 | deadline=2026-06-21T09:23

      LDZA-000006968 | LDZA→LATI | cant=2 | creado=2026-06-20T09:48 | deadline=2026-06-21T09:48

      LDZA-000006969 | LDZA→SUAA | cant=2 | creado=2026-06-20T10:07 | deadline=2026-06-22T10:07

      LDZA-000006970 | LDZA→SLLP | cant=2 | creado=2026-06-20T10:35 | deadline=2026-06-22T10:35

      LDZA-000006971 | LDZA→EKCH | cant=2 | creado=2026-06-20T10:56 | deadline=2026-06-21T10:56

      LDZA-000006972 | LDZA→SPIM | cant=2 | creado=2026-06-20T11:12 | deadline=2026-06-22T11:12

      LDZA-000006973 | LDZA→EBCI | cant=2 | creado=2026-06-20T11:36 | deadline=2026-06-21T11:36

      LDZA-000006974 | LDZA→EHAM | cant=2 | creado=2026-06-20T11:57 | deadline=2026-06-21T11:57

      LDZA-000006975 | LDZA→OJAI | cant=2 | creado=2026-06-20T12:22 | deadline=2026-06-22T12:22

      LDZA-000006976 | LDZA→OAKB | cant=2 | creado=2026-06-20T12:47 | deadline=2026-06-22T12:47

      LDZA-000006977 | LDZA→LOWW | cant=2 | creado=2026-06-20T13:10 | deadline=2026-06-21T13:10

      LDZA-000006978 | LDZA→EBCI | cant=2 | creado=2026-06-20T13:25 | deadline=2026-06-21T13:25

      LDZA-000006979 | LDZA→OYSN | cant=2 | creado=2026-06-20T13:48 | deadline=2026-06-22T13:48

      LDZA-000006980 | LDZA→SABE | cant=2 | creado=2026-06-20T14:14 | deadline=2026-06-22T14:14

      LDZA-000006981 | LDZA→OYSN | cant=2 | creado=2026-06-20T14:33 | deadline=2026-06-22T14:33

      LDZA-000006982 | LDZA→SKBO | cant=2 | creado=2026-06-20T14:55 | deadline=2026-06-22T14:55

      LDZA-000006983 | LDZA→EKCH | cant=2 | creado=2026-06-20T15:14 | deadline=2026-06-21T15:14

      LDZA-000006984 | LDZA→OAKB | cant=2 | creado=2026-06-20T15:38 | deadline=2026-06-22T15:38

      LDZA-000006985 | LDZA→VIDP | cant=2 | creado=2026-06-20T15:00 | deadline=2026-06-22T15:00

      LDZA-000006986 | LDZA→EBCI | cant=2 | creado=2026-06-20T16:21 | deadline=2026-06-21T16:21

      LDZA-000006987 | LDZA→OMDB | cant=2 | creado=2026-06-20T16:50 | deadline=2026-06-22T16:50

      LDZA-000006988 | LDZA→LOWW | cant=2 | creado=2026-06-20T17:05 | deadline=2026-06-21T17:05

      LDZA-000006989 | LDZA→LBSF | cant=2 | creado=2026-06-20T17:35 | deadline=2026-06-21T17:35

      LDZA-000006990 | LDZA→UMMS | cant=2 | creado=2026-06-20T17:51 | deadline=2026-06-21T17:51

      LDZA-000006991 | LDZA→OJAI | cant=1 | creado=2026-06-20T18:17 | deadline=2026-06-22T18:17

      LDZA-000006992 | LDZA→SABE | cant=2 | creado=2026-06-20T22:13 | deadline=2026-06-22T22:13

      LDZA-000006993 | LDZA→SKBO | cant=2 | creado=2026-06-20T22:35 | deadline=2026-06-22T22:35

      LDZA-000006994 | LDZA→SPIM | cant=2 | creado=2026-06-20T22:39 | deadline=2026-06-22T22:39

      LDZA-000006995 | LDZA→SUAA | cant=2 | creado=2026-06-20T22:54 | deadline=2026-06-22T22:54

      LDZA-000006996 | LDZA→SVMI | cant=2 | creado=2026-06-20T23:08 | deadline=2026-06-22T23:08

      LDZA-000006997 | LDZA→SEQM | cant=2 | creado=2026-06-20T23:24 | deadline=2026-06-22T23:24

      LDZA-000006998 | LDZA→LATI | cant=2 | creado=2026-06-20T23:38 | deadline=2026-06-21T23:38

      LDZA-000006999 | LDZA→UMMS | cant=2 | creado=2026-06-20T23:52 | deadline=2026-06-21T23:52

      LDZA-000007000 | LDZA→SKBO | cant=2 | creado=2026-06-20T23:03 | deadline=2026-06-22T23:03

      LDZA-000007001 | LDZA→SCEL | cant=2 | creado=2026-06-21T00:12 | deadline=2026-06-23T00:12

      LDZA-000007002 | LDZA→EBCI | cant=2 | creado=2026-06-21T00:27 | deadline=2026-06-22T00:27

      LDZA-000007003 | LDZA→SGAS | cant=2 | creado=2026-06-21T00:38 | deadline=2026-06-23T00:38

      LDZA-000007004 | LDZA→EKCH | cant=2 | creado=2026-06-21T00:58 | deadline=2026-06-22T00:58

      LDZA-000007005 | LDZA→SCEL | cant=2 | creado=2026-06-21T01:11 | deadline=2026-06-23T01:11

      LDZA-000007006 | LDZA→OYSN | cant=2 | creado=2026-06-21T01:15 | deadline=2026-06-23T01:15

      LDZA-000007007 | LDZA→SKBO | cant=2 | creado=2026-06-21T01:34 | deadline=2026-06-23T01:34

      LDZA-000007008 | LDZA→LBSF | cant=2 | creado=2026-06-21T01:43 | deadline=2026-06-22T01:43

      LDZA-000007009 | LDZA→LKPR | cant=2 | creado=2026-06-21T01:01 | deadline=2026-06-22T01:01

      LDZA-000007010 | LDZA→VIDP | cant=2 | creado=2026-06-21T02:15 | deadline=2026-06-23T02:15

      LDZA-000007011 | LDZA→LATI | cant=2 | creado=2026-06-21T02:28 | deadline=2026-06-22T02:28

      LDZA-000007012 | LDZA→OJAI | cant=2 | creado=2026-06-21T02:39 | deadline=2026-06-23T02:39

      LDZA-000007013 | LDZA→OPKC | cant=2 | creado=2026-06-21T02:48 | deadline=2026-06-23T02:48

      LDZA-000007014 | LDZA→SKBO | cant=2 | creado=2026-06-21T02:01 | deadline=2026-06-23T02:01

      LDZA-000007015 | LDZA→SPIM | cant=2 | creado=2026-06-21T03:13 | deadline=2026-06-23T03:13

      LDZA-000007016 | LDZA→SUAA | cant=2 | creado=2026-06-21T03:29 | deadline=2026-06-23T03:29

      LDZA-000007017 | LDZA→OYSN | cant=2 | creado=2026-06-21T03:41 | deadline=2026-06-23T03:41

      LDZA-000007018 | LDZA→LOWW | cant=2 | creado=2026-06-21T03:00 | deadline=2026-06-22T03:00

      LDZA-000007019 | LDZA→OJAI | cant=1 | creado=2026-06-21T04:11 | deadline=2026-06-23T04:11

      LDZA-000007020 | LDZA→SEQM | cant=1 | creado=2026-06-21T04:21 | deadline=2026-06-23T04:21

      LDZA-000007021 | LDZA→SPIM | cant=1 | creado=2026-06-21T04:30 | deadline=2026-06-23T04:30

      LDZA-000007022 | LDZA→LATI | cant=1 | creado=2026-06-21T04:43 | deadline=2026-06-22T04:43

      LDZA-000007023 | LDZA→SLLP | cant=1 | creado=2026-06-21T04:05 | deadline=2026-06-23T04:05

      LDZA-000007024 | LDZA→OMDB | cant=1 | creado=2026-06-21T05:14 | deadline=2026-06-23T05:14

      LDZA-000007025 | LDZA→OPKC | cant=1 | creado=2026-06-21T05:26 | deadline=2026-06-23T05:26

      LDZA-000007026 | LDZA→SEQM | cant=1 | creado=2026-06-21T05:37 | deadline=2026-06-23T05:37

      LDZA-000007027 | LDZA→EBCI | cant=1 | creado=2026-06-21T05:55 | deadline=2026-06-22T05:55

      LDZA-000007028 | LDZA→SUAA | cant=1 | creado=2026-06-21T06:10 | deadline=2026-06-23T06:10

      LDZA-000007029 | LDZA→OPKC | cant=1 | creado=2026-06-21T06:21 | deadline=2026-06-23T06:21

      LDZA-000007030 | LDZA→LATI | cant=1 | creado=2026-06-21T06:34 | deadline=2026-06-22T06:34

      LDZA-000007031 | LDZA→OPKC | cant=1 | creado=2026-06-21T06:44 | deadline=2026-06-23T06:44

      LDZA-000007032 | LDZA→OJAI | cant=1 | creado=2026-06-21T06:54 | deadline=2026-06-23T06:54

      LDZA-000007033 | LDZA→OJAI | cant=1 | creado=2026-06-21T07:11 | deadline=2026-06-23T07:11

      LDZA-000007034 | LDZA→LOWW | cant=1 | creado=2026-06-21T07:20 | deadline=2026-06-22T07:20

      LDZA-000007035 | LDZA→LKPR | cant=1 | creado=2026-06-21T07:36 | deadline=2026-06-22T07:36

      LDZA-000007036 | LDZA→UBBB | cant=1 | creado=2026-06-21T07:54 | deadline=2026-06-23T07:54

      LDZA-000007037 | LDZA→SBBR | cant=1 | creado=2026-06-21T07:01 | deadline=2026-06-23T07:01

      LDZA-000007038 | LDZA→SGAS | cant=1 | creado=2026-06-21T08:13 | deadline=2026-06-23T08:13

      LDZA-000007039 | LDZA→OAKB | cant=1 | creado=2026-06-21T08:27 | deadline=2026-06-23T08:27

      LDZA-000007040 | LDZA→SGAS | cant=1 | creado=2026-06-21T08:42 | deadline=2026-06-23T08:42

      LDZA-000007041 | LDZA→OYSN | cant=1 | creado=2026-06-21T08:59 | deadline=2026-06-23T08:59

      LDZA-000007042 | LDZA→SKBO | cant=1 | creado=2026-06-21T09:05 | deadline=2026-06-23T09:05

      LDZA-000007043 | LDZA→SVMI | cant=1 | creado=2026-06-21T09:22 | deadline=2026-06-23T09:22

      LDZA-000007044 | LDZA→UMMS | cant=1 | creado=2026-06-21T09:31 | deadline=2026-06-22T09:31

      LDZA-000007045 | LDZA→LKPR | cant=1 | creado=2026-06-21T09:45 | deadline=2026-06-22T09:45

      LDZA-000007046 | LDZA→SKBO | cant=1 | creado=2026-06-21T09:01 | deadline=2026-06-23T09:01

      LDZA-000007047 | LDZA→SCEL | cant=1 | creado=2026-06-21T10:17 | deadline=2026-06-23T10:17

      LDZA-000007048 | LDZA→SEQM | cant=1 | creado=2026-06-21T10:23 | deadline=2026-06-23T10:23

      LDZA-000007049 | LDZA→EDDI | cant=1 | creado=2026-06-21T10:42 | deadline=2026-06-22T10:42

      LDZA-000007050 | LDZA→LATI | cant=1 | creado=2026-06-21T10:54 | deadline=2026-06-22T10:54

      LDZA-000007051 | LDZA→LATI | cant=1 | creado=2026-06-21T11:04 | deadline=2026-06-22T11:04

      LDZA-000007052 | LDZA→OJAI | cant=1 | creado=2026-06-21T11:13 | deadline=2026-06-23T11:13

      LDZA-000007053 | LDZA→EDDI | cant=1 | creado=2026-06-21T11:33 | deadline=2026-06-22T11:33

      LDZA-000007054 | LDZA→UBBB | cant=1 | creado=2026-06-21T11:40 | deadline=2026-06-23T11:40

      LDZA-000007055 | LDZA→SABE | cant=1 | creado=2026-06-21T11:57 | deadline=2026-06-23T11:57

      LDZA-000007056 | LDZA→OERK | cant=1 | creado=2026-06-21T12:07 | deadline=2026-06-23T12:07

      LDZA-000007057 | LDZA→SVMI | cant=1 | creado=2026-06-21T12:20 | deadline=2026-06-23T12:20

      LDZA-000007058 | LDZA→EBCI | cant=1 | creado=2026-06-21T12:35 | deadline=2026-06-22T12:35

      LDZA-000007059 | LDZA→OAKB | cant=1 | creado=2026-06-21T12:52 | deadline=2026-06-23T12:52

      LDZA-000007060 | LDZA→LBSF | cant=1 | creado=2026-06-21T12:02 | deadline=2026-06-22T12:02

      LDZA-000007061 | LDZA→SEQM | cant=1 | creado=2026-06-21T13:16 | deadline=2026-06-23T13:16

      LDZA-000007062 | LDZA→SBBR | cant=1 | creado=2026-06-21T13:29 | deadline=2026-06-23T13:29

      LDZA-000007063 | LDZA→OSDI | cant=1 | creado=2026-06-21T13:38 | deadline=2026-06-23T13:38

      LDZA-000007064 | LDZA→LATI | cant=1 | creado=2026-06-21T13:58 | deadline=2026-06-22T13:58

      LDZA-000007065 | LDZA→SGAS | cant=1 | creado=2026-06-21T14:09 | deadline=2026-06-23T14:09

      LDZA-000007066 | LDZA→OPKC | cant=1 | creado=2026-06-21T14:16 | deadline=2026-06-23T14:16

      LDZA-000007067 | LDZA→SABE | cant=1 | creado=2026-06-21T14:32 | deadline=2026-06-23T14:32

      LDZA-000007068 | LDZA→LATI | cant=1 | creado=2026-06-21T14:45 | deadline=2026-06-22T14:45

      LDZA-000007069 | LDZA→SGAS | cant=1 | creado=2026-06-21T14:55 | deadline=2026-06-23T14:55

      LDZA-000007070 | LDZA→SGAS | cant=1 | creado=2026-06-21T15:13 | deadline=2026-06-23T15:13

      LDZA-000007071 | LDZA→OMDB | cant=1 | creado=2026-06-21T15:27 | deadline=2026-06-23T15:27

      LDZA-000007072 | LDZA→SKBO | cant=1 | creado=2026-06-21T15:34 | deadline=2026-06-23T15:34

      LDZA-000007073 | LDZA→OPKC | cant=1 | creado=2026-06-21T15:52 | deadline=2026-06-23T15:52

      LDZA-000007074 | LDZA→SABE | cant=1 | creado=2026-06-21T15:08 | deadline=2026-06-23T15:08

      LDZA-000007075 | LDZA→OMDB | cant=1 | creado=2026-06-21T16:12 | deadline=2026-06-23T16:12

      LDZA-000007076 | LDZA→LOWW | cant=1 | creado=2026-06-21T16:30 | deadline=2026-06-22T16:30

      LDZA-000007077 | LDZA→OSDI | cant=1 | creado=2026-06-21T16:44 | deadline=2026-06-23T16:44

      LDZA-000007078 | LDZA→OERK | cant=1 | creado=2026-06-21T16:57 | deadline=2026-06-23T16:57

      LDZA-000007079 | LDZA→OPKC | cant=1 | creado=2026-06-21T17:06 | deadline=2026-06-23T17:06

      LDZA-000007080 | LDZA→SKBO | cant=1 | creado=2026-06-21T17:18 | deadline=2026-06-23T17:18

      LDZA-000007081 | LDZA→OSDI | cant=1 | creado=2026-06-21T17:36 | deadline=2026-06-23T17:36

      LDZA-000007082 | LDZA→EHAM | cant=1 | creado=2026-06-21T17:44 | deadline=2026-06-22T17:44

      LDZA-000007083 | LDZA→SCEL | cant=1 | creado=2026-06-21T17:00 | deadline=2026-06-23T17:00

      LDZA-000007084 | LDZA→EDDI | cant=1 | creado=2026-06-21T18:16 | deadline=2026-06-22T18:16

      LDZA-000007085 | LDZA→VIDP | cant=1 | creado=2026-06-21T18:24 | deadline=2026-06-23T18:24

      LDZA-000007086 | LDZA→EKCH | cant=1 | creado=2026-06-21T18:36 | deadline=2026-06-22T18:36

      LDZA-000007087 | LDZA→SVMI | cant=1 | creado=2026-06-21T18:55 | deadline=2026-06-23T18:55

      LDZA-000007088 | LDZA→SEQM | cant=2 | creado=2026-06-21T22:20 | deadline=2026-06-23T22:20

      LDZA-000007089 | LDZA→SPIM | cant=2 | creado=2026-06-21T22:34 | deadline=2026-06-23T22:34

      LDZA-000007090 | LDZA→EHAM | cant=2 | creado=2026-06-21T22:42 | deadline=2026-06-22T22:42

      LDZA-000007091 | LDZA→VIDP | cant=2 | creado=2026-06-21T22:01 | deadline=2026-06-23T22:01

      LDZA-000007092 | LDZA→LKPR | cant=2 | creado=2026-06-21T23:09 | deadline=2026-06-22T23:09

      LDZA-000007093 | LDZA→SPIM | cant=2 | creado=2026-06-21T23:25 | deadline=2026-06-23T23:25

      LDZA-000007094 | LDZA→LATI | cant=2 | creado=2026-06-21T23:40 | deadline=2026-06-22T23:40

      LDZA-000007095 | LDZA→OOMS | cant=2 | creado=2026-06-21T23:50 | deadline=2026-06-23T23:50

      LDZA-000007096 | LDZA→SABE | cant=2 | creado=2026-06-21T23:05 | deadline=2026-06-23T23:05

      LKPR-000007392 | LKPR→VIDP | cant=1 | creado=2026-06-19T00:08 | deadline=2026-06-21T00:08

      LKPR-000007393 | LKPR→SCEL | cant=1 | creado=2026-06-19T00:19 | deadline=2026-06-21T00:19

      LKPR-000007394 | LKPR→SVMI | cant=1 | creado=2026-06-19T00:29 | deadline=2026-06-21T00:29

      LKPR-000007395 | LKPR→LOWW | cant=1 | creado=2026-06-19T00:36 | deadline=2026-06-20T00:36

      LKPR-000007396 | LKPR→SVMI | cant=1 | creado=2026-06-19T00:44 | deadline=2026-06-21T00:44

      LKPR-000007397 | LKPR→LATI | cant=1 | creado=2026-06-19T00:51 | deadline=2026-06-20T00:51

      LKPR-000007398 | LKPR→OERK | cant=1 | creado=2026-06-19T01:09 | deadline=2026-06-21T01:09

      LKPR-000007399 | LKPR→UMMS | cant=1 | creado=2026-06-19T01:10 | deadline=2026-06-20T01:10

      LKPR-000007400 | LKPR→OOMS | cant=1 | creado=2026-06-19T01:26 | deadline=2026-06-21T01:26

      LKPR-000007401 | LKPR→EBCI | cant=1 | creado=2026-06-19T01:30 | deadline=2026-06-20T01:30

      LKPR-000007402 | LKPR→LATI | cant=1 | creado=2026-06-19T01:38 | deadline=2026-06-20T01:38

      LKPR-000007403 | LKPR→SABE | cant=1 | creado=2026-06-19T01:46 | deadline=2026-06-21T01:46

      LKPR-000007404 | LKPR→UBBB | cant=1 | creado=2026-06-19T01:56 | deadline=2026-06-21T01:56

      LKPR-000007405 | LKPR→OERK | cant=1 | creado=2026-06-19T02:07 | deadline=2026-06-21T02:07

      LKPR-000007406 | LKPR→SGAS | cant=1 | creado=2026-06-19T02:18 | deadline=2026-06-21T02:18

      LKPR-000007407 | LKPR→VIDP | cant=1 | creado=2026-06-19T02:30 | deadline=2026-06-21T02:30

      LKPR-000007408 | LKPR→SUAA | cant=1 | creado=2026-06-19T02:35 | deadline=2026-06-21T02:35

      LKPR-000007409 | LKPR→SUAA | cant=1 | creado=2026-06-19T02:48 | deadline=2026-06-21T02:48

      LKPR-000007410 | LKPR→SABE | cant=1 | creado=2026-06-19T02:52 | deadline=2026-06-21T02:52

      LKPR-000007411 | LKPR→EDDI | cant=1 | creado=2026-06-19T02:58 | deadline=2026-06-20T02:58

      LKPR-000007412 | LKPR→OERK | cant=1 | creado=2026-06-19T03:11 | deadline=2026-06-21T03:11

      LKPR-000007413 | LKPR→SCEL | cant=1 | creado=2026-06-19T03:20 | deadline=2026-06-21T03:20

      LKPR-000007414 | LKPR→OAKB | cant=1 | creado=2026-06-19T03:24 | deadline=2026-06-21T03:24

      LKPR-000007415 | LKPR→LATI | cant=1 | creado=2026-06-19T03:33 | deadline=2026-06-20T03:33

      LKPR-000007416 | LKPR→EKCH | cant=1 | creado=2026-06-19T03:48 | deadline=2026-06-20T03:48

      LKPR-000007417 | LKPR→SLLP | cant=1 | creado=2026-06-19T03:57 | deadline=2026-06-21T03:57

      LKPR-000007418 | LKPR→SUAA | cant=1 | creado=2026-06-19T04:06 | deadline=2026-06-21T04:06

      LKPR-000007419 | LKPR→LDZA | cant=1 | creado=2026-06-19T04:16 | deadline=2026-06-20T04:16

      LKPR-000007420 | LKPR→OJAI | cant=1 | creado=2026-06-19T04:20 | deadline=2026-06-21T04:20

      LKPR-000007421 | LKPR→VIDP | cant=1 | creado=2026-06-19T04:27 | deadline=2026-06-21T04:27

      LKPR-000007422 | LKPR→OMDB | cant=1 | creado=2026-06-19T04:41 | deadline=2026-06-21T04:41

      LKPR-000007423 | LKPR→OJAI | cant=1 | creado=2026-06-19T04:54 | deadline=2026-06-21T04:54

      LKPR-000007424 | LKPR→SKBO | cant=1 | creado=2026-06-19T04:59 | deadline=2026-06-21T04:59

      LKPR-000007425 | LKPR→OERK | cant=1 | creado=2026-06-19T05:07 | deadline=2026-06-21T05:07

      LKPR-000007426 | LKPR→SEQM | cant=1 | creado=2026-06-19T05:14 | deadline=2026-06-21T05:14

      LKPR-000007427 | LKPR→SKBO | cant=1 | creado=2026-06-19T05:26 | deadline=2026-06-21T05:26

      LKPR-000007428 | LKPR→LDZA | cant=1 | creado=2026-06-19T05:37 | deadline=2026-06-20T05:37

      LKPR-000007429 | LKPR→OJAI | cant=1 | creado=2026-06-19T05:39 | deadline=2026-06-21T05:39

      LKPR-000007430 | LKPR→UMMS | cant=1 | creado=2026-06-19T05:50 | deadline=2026-06-20T05:50

      LKPR-000007431 | LKPR→SUAA | cant=1 | creado=2026-06-19T05:59 | deadline=2026-06-21T05:59

      LKPR-000007432 | LKPR→OPKC | cant=1 | creado=2026-06-19T06:14 | deadline=2026-06-21T06:14

      LKPR-000007433 | LKPR→SEQM | cant=1 | creado=2026-06-19T06:24 | deadline=2026-06-21T06:24

      LKPR-000007434 | LKPR→OMDB | cant=1 | creado=2026-06-19T06:28 | deadline=2026-06-21T06:28

      LKPR-000007435 | LKPR→SEQM | cant=1 | creado=2026-06-19T06:40 | deadline=2026-06-21T06:40

      LKPR-000007436 | LKPR→LATI | cant=1 | creado=2026-06-19T06:44 | deadline=2026-06-20T06:44

      LKPR-000007437 | LKPR→SKBO | cant=1 | creado=2026-06-19T06:54 | deadline=2026-06-21T06:54

      LKPR-000007438 | LKPR→EDDI | cant=1 | creado=2026-06-19T07:05 | deadline=2026-06-20T07:05

      LKPR-000007439 | LKPR→EHAM | cant=1 | creado=2026-06-19T07:10 | deadline=2026-06-20T07:10

      LKPR-000007440 | LKPR→LDZA | cant=1 | creado=2026-06-19T07:23 | deadline=2026-06-20T07:23

      LKPR-000007441 | LKPR→OAKB | cant=1 | creado=2026-06-19T07:36 | deadline=2026-06-21T07:36

      LKPR-000007442 | LKPR→OYSN | cant=1 | creado=2026-06-19T07:44 | deadline=2026-06-21T07:44

      LKPR-000007443 | LKPR→EBCI | cant=1 | creado=2026-06-19T07:53 | deadline=2026-06-20T07:53

      LKPR-000007444 | LKPR→EDDI | cant=1 | creado=2026-06-19T07:57 | deadline=2026-06-20T07:57

      LKPR-000007445 | LKPR→EHAM | cant=1 | creado=2026-06-19T08:07 | deadline=2026-06-20T08:07

      LKPR-000007446 | LKPR→OERK | cant=1 | creado=2026-06-19T08:19 | deadline=2026-06-21T08:19

      LKPR-000007447 | LKPR→SUAA | cant=1 | creado=2026-06-19T08:24 | deadline=2026-06-21T08:24

      LKPR-000007448 | LKPR→SLLP | cant=1 | creado=2026-06-19T08:34 | deadline=2026-06-21T08:34

      LKPR-000007449 | LKPR→UBBB | cant=1 | creado=2026-06-19T08:43 | deadline=2026-06-21T08:43

      LKPR-000007450 | LKPR→VIDP | cant=1 | creado=2026-06-19T08:53 | deadline=2026-06-21T08:53

      LKPR-000007451 | LKPR→SPIM | cant=1 | creado=2026-06-19T08:04 | deadline=2026-06-21T08:04

      LKPR-000007452 | LKPR→SVMI | cant=1 | creado=2026-06-19T09:09 | deadline=2026-06-21T09:09

      LKPR-000007453 | LKPR→EHAM | cant=1 | creado=2026-06-19T09:21 | deadline=2026-06-20T09:21

      LKPR-000007454 | LKPR→LBSF | cant=1 | creado=2026-06-19T09:33 | deadline=2026-06-20T09:33

      LKPR-000007455 | LKPR→OSDI | cant=1 | creado=2026-06-19T09:33 | deadline=2026-06-21T09:33

      LKPR-000007456 | LKPR→OPKC | cant=1 | creado=2026-06-19T09:51 | deadline=2026-06-21T09:51

      LKPR-000007457 | LKPR→SUAA | cant=1 | creado=2026-06-19T09:58 | deadline=2026-06-21T09:58

      LKPR-000007458 | LKPR→UMMS | cant=1 | creado=2026-06-19T10:03 | deadline=2026-06-20T10:03

      LKPR-000007459 | LKPR→SLLP | cant=1 | creado=2026-06-19T10:09 | deadline=2026-06-21T10:09

      LKPR-000007460 | LKPR→OSDI | cant=1 | creado=2026-06-19T10:21 | deadline=2026-06-21T10:21

      LKPR-000007461 | LKPR→SBBR | cant=1 | creado=2026-06-19T10:33 | deadline=2026-06-21T10:33

      LKPR-000007462 | LKPR→OAKB | cant=1 | creado=2026-06-19T10:39 | deadline=2026-06-21T10:39

      LKPR-000007463 | LKPR→SBBR | cant=1 | creado=2026-06-19T10:54 | deadline=2026-06-21T10:54

      LKPR-000007464 | LKPR→LDZA | cant=1 | creado=2026-06-19T10:54 | deadline=2026-06-20T10:54

      LKPR-000007465 | LKPR→OSDI | cant=1 | creado=2026-06-19T11:10 | deadline=2026-06-21T11:10

      LKPR-000007466 | LKPR→OPKC | cant=1 | creado=2026-06-19T11:19 | deadline=2026-06-21T11:19

      LKPR-000007467 | LKPR→LOWW | cant=1 | creado=2026-06-19T11:24 | deadline=2026-06-20T11:24
