[BUSQUEDA RUTAS] 702 tareas de busqueda paralela completadas [151ms]
[BUSQUEDA RUTAS] 2246 tareas de busqueda paralela completadas [2142ms]
  [DIAG-ALNS] PAQUETES INCOMPLETOS: 4420
    [SIN RUTAS CANDIDATAS] 4420 paquetes (rutas fuera de deadline o ventana):
      EBCI-000008233 | EBCI→SBBR | cant=1 | creado=2026-06-19T13:26 | deadline=2026-06-21T13:26
      OAKB-000007662 | OAKB→LATI | cant=1 | creado=2026-06-20T09:20 | deadline=2026-06-22T09:20

      OAKB-000007663 | OAKB→OOMS | cant=1 | creado=2026-06-20T09:35 | deadline=2026-06-21T09:35

      OAKB-000007665 | OAKB→VIDP | cant=1 | creado=2026-06-20T10:06 | deadline=2026-06-21T10:06

      OAKB-000007666 | OAKB→OPKC | cant=1 | creado=2026-06-20T10:14 | deadline=2026-06-21T10:14

      OAKB-000007667 | OAKB→SLLP | cant=1 | creado=2026-06-20T10:28 | deadline=2026-06-22T10:28

      OAKB-000007668 | OAKB→VIDP | cant=1 | creado=2026-06-20T10:46 | deadline=2026-06-21T10:46

      OAKB-000007669 | OAKB→OYSN | cant=1 | creado=2026-06-20T10:56 | deadline=2026-06-21T10:56

      OAKB-000007671 | OAKB→LKPR | cant=1 | creado=2026-06-20T11:29 | deadline=2026-06-22T11:29

      OAKB-000007672 | OAKB→UMMS | cant=1 | creado=2026-06-20T11:46 | deadline=2026-06-22T11:46

      OAKB-000007673 | OAKB→EHAM | cant=1 | creado=2026-06-20T11:53 | deadline=2026-06-22T11:53

      OAKB-000007674 | OAKB→SCEL | cant=1 | creado=2026-06-20T12:13 | deadline=2026-06-22T12:13

      OAKB-000007675 | OAKB→OOMS | cant=1 | creado=2026-06-20T12:28 | deadline=2026-06-21T12:28

      OAKB-000007676 | OAKB→OERK | cant=1 | creado=2026-06-20T12:37 | deadline=2026-06-21T12:37

      OAKB-000007677 | OAKB→OJAI | cant=1 | creado=2026-06-20T12:55 | deadline=2026-06-21T12:55

      OAKB-000007678 | OAKB→SVMI | cant=1 | creado=2026-06-20T13:09 | deadline=2026-06-22T13:09

      OAKB-000007679 | OAKB→SKBO | cant=1 | creado=2026-06-20T13:23 | deadline=2026-06-22T13:23

      OAKB-000007680 | OAKB→EKCH | cant=1 | creado=2026-06-20T13:39 | deadline=2026-06-22T13:39

      OAKB-000007681 | OAKB→SABE | cant=1 | creado=2026-06-20T13:49 | deadline=2026-06-22T13:49

      OAKB-000007682 | OAKB→SEQM | cant=1 | creado=2026-06-20T13:04 | deadline=2026-06-22T13:04

      OAKB-000007683 | OAKB→SCEL | cant=1 | creado=2026-06-20T14:19 | deadline=2026-06-22T14:19

      OAKB-000007685 | OAKB→VIDP | cant=1 | creado=2026-06-20T14:44 | deadline=2026-06-21T14:44

      OAKB-000007686 | OAKB→SLLP | cant=1 | creado=2026-06-20T14:57 | deadline=2026-06-22T14:57

      OAKB-000007687 | OAKB→OOMS | cant=1 | creado=2026-06-20T15:17 | deadline=2026-06-21T15:17

      OAKB-000007688 | OAKB→SCEL | cant=1 | creado=2026-06-20T15:25 | deadline=2026-06-22T15:25

      OAKB-000007689 | OAKB→SPIM | cant=1 | creado=2026-06-20T15:41 | deadline=2026-06-22T15:41

      OAKB-000007690 | OAKB→SBBR | cant=1 | creado=2026-06-20T15:56 | deadline=2026-06-22T15:56

      OAKB-000007691 | OAKB→SGAS | cant=1 | creado=2026-06-20T16:10 | deadline=2026-06-22T16:10

      OAKB-000007692 | OAKB→SEQM | cant=1 | creado=2026-06-20T16:27 | deadline=2026-06-22T16:27

      OAKB-000007693 | OAKB→SBBR | cant=1 | creado=2026-06-20T16:32 | deadline=2026-06-22T16:32

      OAKB-000007694 | OAKB→OJAI | cant=1 | creado=2026-06-20T16:50 | deadline=2026-06-21T16:50

      OAKB-000007696 | OAKB→OPKC | cant=2 | creado=2026-06-20T20:29 | deadline=2026-06-21T20:29

      OAKB-000007697 | OAKB→UBBB | cant=2 | creado=2026-06-20T20:36 | deadline=2026-06-21T20:36

      OAKB-000007698 | OAKB→SVMI | cant=2 | creado=2026-06-20T20:48 | deadline=2026-06-22T20:48

      OAKB-000007699 | OAKB→OSDI | cant=2 | creado=2026-06-20T20:55 | deadline=2026-06-21T20:55

      OAKB-000007700 | OAKB→LOWW | cant=2 | creado=2026-06-20T21:00 | deadline=2026-06-22T21:00

      OAKB-000007701 | OAKB→LOWW | cant=2 | creado=2026-06-20T21:15 | deadline=2026-06-22T21:15

      OAKB-000007702 | OAKB→EHAM | cant=2 | creado=2026-06-20T21:23 | deadline=2026-06-22T21:23

      OAKB-000007703 | OAKB→OOMS | cant=2 | creado=2026-06-20T21:36 | deadline=2026-06-21T21:36

      OAKB-000007704 | OAKB→LATI | cant=2 | creado=2026-06-20T21:46 | deadline=2026-06-22T21:46

      OAKB-000007705 | OAKB→OPKC | cant=2 | creado=2026-06-20T21:57 | deadline=2026-06-21T21:57

      OAKB-000007706 | OAKB→EBCI | cant=2 | creado=2026-06-20T22:09 | deadline=2026-06-22T22:09

      OAKB-000007707 | OAKB→SEQM | cant=2 | creado=2026-06-20T22:17 | deadline=2026-06-22T22:17

      OAKB-000007708 | OAKB→VIDP | cant=2 | creado=2026-06-20T22:25 | deadline=2026-06-21T22:25

      OAKB-000007709 | OAKB→OPKC | cant=2 | creado=2026-06-20T22:35 | deadline=2026-06-21T22:35

      OAKB-000007710 | OAKB→OSDI | cant=2 | creado=2026-06-20T22:46 | deadline=2026-06-21T22:46

      OAKB-000007711 | OAKB→SUAA | cant=2 | creado=2026-06-20T22:51 | deadline=2026-06-22T22:51

      OAKB-000007712 | OAKB→OYSN | cant=2 | creado=2026-06-20T23:08 | deadline=2026-06-21T23:08

      OAKB-000007713 | OAKB→SEQM | cant=2 | creado=2026-06-20T23:17 | deadline=2026-06-22T23:17

      OAKB-000007714 | OAKB→LDZA | cant=1 | creado=2026-06-20T23:28 | deadline=2026-06-22T23:28

      OAKB-000007715 | OAKB→SVMI | cant=1 | creado=2026-06-20T23:35 | deadline=2026-06-22T23:35

      OAKB-000007716 | OAKB→SLLP | cant=1 | creado=2026-06-20T23:42 | deadline=2026-06-22T23:42

      OAKB-000007717 | OAKB→EBCI | cant=1 | creado=2026-06-20T23:57 | deadline=2026-06-22T23:57

      OAKB-000007719 | OAKB→OJAI | cant=1 | creado=2026-06-21T00:13 | deadline=2026-06-22T00:13

      OAKB-000007720 | OAKB→SGAS | cant=1 | creado=2026-06-21T00:24 | deadline=2026-06-23T00:24

      OAKB-000007721 | OAKB→EHAM | cant=1 | creado=2026-06-21T00:38 | deadline=2026-06-23T00:38

      OAKB-000007722 | OAKB→OSDI | cant=1 | creado=2026-06-21T00:47 | deadline=2026-06-22T00:47

      OAKB-000007723 | OAKB→LDZA | cant=1 | creado=2026-06-21T00:54 | deadline=2026-06-23T00:54

      OAKB-000007728 | OAKB→OERK | cant=1 | creado=2026-06-21T01:42 | deadline=2026-06-22T01:42

      OAKB-000007730 | OAKB→UMMS | cant=1 | creado=2026-06-21T02:03 | deadline=2026-06-23T02:03

      OAKB-000007731 | OAKB→OOMS | cant=1 | creado=2026-06-21T02:11 | deadline=2026-06-22T02:11

      OAKB-000007732 | OAKB→UBBB | cant=1 | creado=2026-06-21T02:23 | deadline=2026-06-22T02:23

      OAKB-000007733 | OAKB→UBBB | cant=1 | creado=2026-06-21T02:37 | deadline=2026-06-22T02:37

      OAKB-000007734 | OAKB→LOWW | cant=1 | creado=2026-06-21T02:49 | deadline=2026-06-23T02:49

      OAKB-000007735 | OAKB→UMMS | cant=1 | creado=2026-06-21T02:50 | deadline=2026-06-23T02:50

      OAKB-000007736 | OAKB→SCEL | cant=1 | creado=2026-06-21T03:04 | deadline=2026-06-23T03:04

      OAKB-000007737 | OAKB→OSDI | cant=1 | creado=2026-06-21T03:16 | deadline=2026-06-22T03:16

      OAKB-000007740 | OAKB→OYSN | cant=1 | creado=2026-06-21T03:45 | deadline=2026-06-22T03:45

      OAKB-000007742 | OAKB→SKBO | cant=1 | creado=2026-06-21T04:04 | deadline=2026-06-23T04:04

      OAKB-000007743 | OAKB→LDZA | cant=1 | creado=2026-06-21T04:10 | deadline=2026-06-23T04:10

      OAKB-000007744 | OAKB→LKPR | cant=1 | creado=2026-06-21T04:20 | deadline=2026-06-23T04:20

      OAKB-000007745 | OAKB→OERK | cant=1 | creado=2026-06-21T04:34 | deadline=2026-06-22T04:34

      OAKB-000007746 | OAKB→SVMI | cant=1 | creado=2026-06-21T04:42 | deadline=2026-06-23T04:42

      OAKB-000007747 | OAKB→OOMS | cant=1 | creado=2026-06-21T04:58 | deadline=2026-06-22T04:58

      OAKB-000007748 | OAKB→OJAI | cant=1 | creado=2026-06-21T05:04 | deadline=2026-06-22T05:04

      OAKB-000007749 | OAKB→SBBR | cant=1 | creado=2026-06-21T05:17 | deadline=2026-06-23T05:17

      OAKB-000007750 | OAKB→UMMS | cant=1 | creado=2026-06-21T05:24 | deadline=2026-06-23T05:24

      OAKB-000007751 | OAKB→EHAM | cant=1 | creado=2026-06-21T05:33 | deadline=2026-06-23T05:33

      OAKB-000007752 | OAKB→SBBR | cant=1 | creado=2026-06-21T05:43 | deadline=2026-06-23T05:43

      OAKB-000007753 | OAKB→SEQM | cant=1 | creado=2026-06-21T05:53 | deadline=2026-06-23T05:53

      OAKB-000007756 | OAKB→OJAI | cant=1 | creado=2026-06-21T06:28 | deadline=2026-06-22T06:28

      OAKB-000007757 | OAKB→LOWW | cant=1 | creado=2026-06-21T06:30 | deadline=2026-06-23T06:30

      OAKB-000007758 | OAKB→UMMS | cant=1 | creado=2026-06-21T06:41 | deadline=2026-06-23T06:41

      OAKB-000007759 | OAKB→UBBB | cant=1 | creado=2026-06-21T06:54 | deadline=2026-06-22T06:54

      OAKB-000007760 | OAKB→OYSN | cant=1 | creado=2026-06-21T07:04 | deadline=2026-06-22T07:04

      OAKB-000007763 | OAKB→EDDI | cant=1 | creado=2026-06-21T07:39 | deadline=2026-06-23T07:39

      OAKB-000007765 | OAKB→OSDI | cant=1 | creado=2026-06-21T07:53 | deadline=2026-06-22T07:53

      OAKB-000007766 | OAKB→OERK | cant=1 | creado=2026-06-21T08:09 | deadline=2026-06-22T08:09

      OAKB-000007767 | OAKB→OSDI | cant=1 | creado=2026-06-21T08:10 | deadline=2026-06-22T08:10

      OAKB-000007768 | OAKB→OERK | cant=1 | creado=2026-06-21T08:20 | deadline=2026-06-22T08:20

      OAKB-000007769 | OAKB→SCEL | cant=1 | creado=2026-06-21T08:38 | deadline=2026-06-23T08:38

      OAKB-000007770 | OAKB→OOMS | cant=1 | creado=2026-06-21T08:41 | deadline=2026-06-22T08:41

      OAKB-000007771 | OAKB→SBBR | cant=1 | creado=2026-06-21T08:56 | deadline=2026-06-23T08:56

      OAKB-000007772 | OAKB→OSDI | cant=1 | creado=2026-06-21T09:09 | deadline=2026-06-22T09:09

      OAKB-000007773 | OAKB→VIDP | cant=1 | creado=2026-06-21T09:17 | deadline=2026-06-22T09:17

      OAKB-000007774 | OAKB→SBBR | cant=1 | creado=2026-06-21T09:20 | deadline=2026-06-23T09:20

      OAKB-000007776 | OAKB→LKPR | cant=1 | creado=2026-06-21T09:45 | deadline=2026-06-23T09:45

      OAKB-000007777 | OAKB→OSDI | cant=1 | creado=2026-06-21T09:53 | deadline=2026-06-22T09:53

      OAKB-000007778 | OAKB→EHAM | cant=1 | creado=2026-06-21T10:08 | deadline=2026-06-23T10:08

      OAKB-000007779 | OAKB→OOMS | cant=1 | creado=2026-06-21T10:16 | deadline=2026-06-22T10:16

      OAKB-000007780 | OAKB→OOMS | cant=1 | creado=2026-06-21T10:26 | deadline=2026-06-22T10:26

      OAKB-000007781 | OAKB→OJAI | cant=1 | creado=2026-06-21T10:31 | deadline=2026-06-22T10:31

      OAKB-000007782 | OAKB→EKCH | cant=1 | creado=2026-06-21T10:47 | deadline=2026-06-23T10:47

      OAKB-000007783 | OAKB→OSDI | cant=1 | creado=2026-06-21T10:55 | deadline=2026-06-22T10:55

      OAKB-000007784 | OAKB→SKBO | cant=1 | creado=2026-06-21T11:04 | deadline=2026-06-23T11:04

      OAKB-000007786 | OAKB→OYSN | cant=1 | creado=2026-06-21T11:23 | deadline=2026-06-22T11:23

      OAKB-000007787 | OAKB→OERK | cant=1 | creado=2026-06-21T11:39 | deadline=2026-06-22T11:39

      OAKB-000007788 | OAKB→EHAM | cant=1 | creado=2026-06-21T11:41 | deadline=2026-06-23T11:41

      OAKB-000007790 | OAKB→EBCI | cant=1 | creado=2026-06-21T12:05 | deadline=2026-06-23T12:05

      OAKB-000007791 | OAKB→SVMI | cant=1 | creado=2026-06-21T12:13 | deadline=2026-06-23T12:13

      OAKB-000007792 | OAKB→SEQM | cant=1 | creado=2026-06-21T12:24 | deadline=2026-06-23T12:24

      OAKB-000007793 | OAKB→UBBB | cant=1 | creado=2026-06-21T12:39 | deadline=2026-06-22T12:39

      OAKB-000007794 | OAKB→EBCI | cant=1 | creado=2026-06-21T12:43 | deadline=2026-06-23T12:43

      OAKB-000007795 | OAKB→EDDI | cant=1 | creado=2026-06-21T12:54 | deadline=2026-06-23T12:54

      OAKB-000007796 | OAKB→LATI | cant=1 | creado=2026-06-21T13:08 | deadline=2026-06-23T13:08

      OAKB-000007797 | OAKB→OPKC | cant=1 | creado=2026-06-21T13:18 | deadline=2026-06-22T13:18

      OAKB-000007799 | OAKB→SKBO | cant=1 | creado=2026-06-21T13:33 | deadline=2026-06-23T13:33

      OAKB-000007800 | OAKB→SVMI | cant=1 | creado=2026-06-21T13:46 | deadline=2026-06-23T13:46

      OAKB-000007801 | OAKB→LDZA | cant=1 | creado=2026-06-21T13:54 | deadline=2026-06-23T13:54

      OAKB-000007802 | OAKB→UMMS | cant=1 | creado=2026-06-21T14:04 | deadline=2026-06-23T14:04

      OAKB-000007803 | OAKB→VIDP | cant=1 | creado=2026-06-21T14:16 | deadline=2026-06-22T14:16

      OAKB-000007804 | OAKB→SVMI | cant=1 | creado=2026-06-21T14:28 | deadline=2026-06-23T14:28

      OAKB-000007805 | OAKB→SEQM | cant=1 | creado=2026-06-21T14:37 | deadline=2026-06-23T14:37

      OAKB-000007806 | OAKB→UMMS | cant=1 | creado=2026-06-21T14:45 | deadline=2026-06-23T14:45

      OAKB-000007807 | OAKB→LOWW | cant=1 | creado=2026-06-21T14:50 | deadline=2026-06-23T14:50

      OAKB-000007808 | OAKB→OERK | cant=1 | creado=2026-06-21T15:08 | deadline=2026-06-22T15:08

      OAKB-000007809 | OAKB→SVMI | cant=1 | creado=2026-06-21T15:16 | deadline=2026-06-23T15:16

      OAKB-000007811 | OAKB→SUAA | cant=1 | creado=2026-06-21T15:34 | deadline=2026-06-23T15:34

      OAKB-000007812 | OAKB→SGAS | cant=1 | creado=2026-06-21T15:49 | deadline=2026-06-23T15:49

      OAKB-000007813 | OAKB→OYSN | cant=1 | creado=2026-06-21T15:53 | deadline=2026-06-22T15:53

      OAKB-000007814 | OAKB→OPKC | cant=1 | creado=2026-06-21T16:00 | deadline=2026-06-22T16:00

      OAKB-000007815 | OAKB→SBBR | cant=1 | creado=2026-06-21T16:13 | deadline=2026-06-23T16:13

      OAKB-000007816 | OAKB→UBBB | cant=1 | creado=2026-06-21T16:26 | deadline=2026-06-22T16:26

      OAKB-000007817 | OAKB→EDDI | cant=2 | creado=2026-06-21T20:23 | deadline=2026-06-23T20:23

      OAKB-000007818 | OAKB→UMMS | cant=2 | creado=2026-06-21T20:36 | deadline=2026-06-23T20:36

      OAKB-000007819 | OAKB→OOMS | cant=2 | creado=2026-06-21T20:49 | deadline=2026-06-22T20:49

      OAKB-000007820 | OAKB→LATI | cant=2 | creado=2026-06-21T21:06 | deadline=2026-06-23T21:06

      OAKB-000007821 | OAKB→EDDI | cant=2 | creado=2026-06-21T21:17 | deadline=2026-06-23T21:17

      OAKB-000007822 | OAKB→SVMI | cant=2 | creado=2026-06-21T21:34 | deadline=2026-06-23T21:34

      OAKB-000007824 | OAKB→OOMS | cant=2 | creado=2026-06-21T22:05 | deadline=2026-06-22T22:05

      OAKB-000007825 | OAKB→OMDB | cant=2 | creado=2026-06-21T22:15 | deadline=2026-06-22T22:15

      OAKB-000007827 | OAKB→LDZA | cant=2 | creado=2026-06-21T22:49 | deadline=2026-06-23T22:49

      OAKB-000007828 | OAKB→SGAS | cant=2 | creado=2026-06-21T23:03 | deadline=2026-06-23T23:03

      OAKB-000007829 | OAKB→EKCH | cant=2 | creado=2026-06-21T23:20 | deadline=2026-06-23T23:20

      OAKB-000007831 | OAKB→OYSN | cant=2 | creado=2026-06-21T23:50 | deadline=2026-06-22T23:50

      OERK-000007085 | OERK→OYSN | cant=1 | creado=2026-06-19T11:25 | deadline=2026-06-20T11:25

      OERK-000007091 | OERK→EDDI | cant=1 | creado=2026-06-19T12:42 | deadline=2026-06-21T12:42

      OERK-000007095 | OERK→OOMS | cant=1 | creado=2026-06-19T13:37 | deadline=2026-06-20T13:37

      OERK-000007098 | OERK→SEQM | cant=1 | creado=2026-06-19T14:13 | deadline=2026-06-21T14:13

      OERK-000007101 | OERK→SKBO | cant=1 | creado=2026-06-19T14:48 | deadline=2026-06-21T14:48

      OERK-000007102 | OERK→LATI | cant=1 | creado=2026-06-19T14:00 | deadline=2026-06-21T14:00

      OERK-000007103 | OERK→LATI | cant=1 | creado=2026-06-19T15:12 | deadline=2026-06-21T15:12

      OERK-000007104 | OERK→SBBR | cant=1 | creado=2026-06-19T15:29 | deadline=2026-06-21T15:29

      OERK-000007106 | OERK→EDDI | cant=1 | creado=2026-06-19T15:57 | deadline=2026-06-21T15:57

      OERK-000007109 | OERK→LBSF | cant=1 | creado=2026-06-19T16:33 | deadline=2026-06-21T16:33

      OERK-000007110 | OERK→VIDP | cant=1 | creado=2026-06-19T16:47 | deadline=2026-06-20T16:47

      OERK-000007111 | OERK→LATI | cant=1 | creado=2026-06-19T16:02 | deadline=2026-06-21T16:02

      OERK-000007112 | OERK→LBSF | cant=1 | creado=2026-06-19T17:12 | deadline=2026-06-21T17:12

      OERK-000007113 | OERK→SLLP | cant=1 | creado=2026-06-19T17:30 | deadline=2026-06-21T17:30

      OERK-000007114 | OERK→SABE | cant=1 | creado=2026-06-19T17:42 | deadline=2026-06-21T17:42

      OERK-000007115 | OERK→SUAA | cant=1 | creado=2026-06-19T17:53 | deadline=2026-06-21T17:53

      OERK-000007116 | OERK→EDDI | cant=1 | creado=2026-06-19T18:10 | deadline=2026-06-21T18:10

      OERK-000007117 | OERK→SCEL | cant=6 | creado=2026-06-19T21:49 | deadline=2026-06-21T21:49

      OERK-000007118 | OERK→SGAS | cant=6 | creado=2026-06-19T22:27 | deadline=2026-06-21T22:27

      OERK-000007119 | OERK→SVMI | cant=6 | creado=2026-06-19T23:09 | deadline=2026-06-21T23:09

      OERK-000007120 | OERK→SEQM | cant=6 | creado=2026-06-19T23:59 | deadline=2026-06-21T23:59

      OERK-000007121 | OERK→SEQM | cant=6 | creado=2026-06-20T00:39 | deadline=2026-06-22T00:39

      OERK-000007122 | OERK→SCEL | cant=6 | creado=2026-06-20T01:20 | deadline=2026-06-22T01:20

      OERK-000007123 | OERK→OAKB | cant=6 | creado=2026-06-20T02:05 | deadline=2026-06-21T02:05

      OERK-000007124 | OERK→OYSN | cant=6 | creado=2026-06-20T02:51 | deadline=2026-06-21T02:51

      OERK-000007125 | OERK→SUAA | cant=6 | creado=2026-06-20T03:29 | deadline=2026-06-22T03:29

      OERK-000007126 | OERK→EDDI | cant=6 | creado=2026-06-20T04:10 | deadline=2026-06-22T04:10

      OERK-000007127 | OERK→UMMS | cant=6 | creado=2026-06-20T04:01 | deadline=2026-06-22T04:01

      OERK-000007128 | OERK→LOWW | cant=6 | creado=2026-06-20T05:39 | deadline=2026-06-22T05:39

      OERK-000007129 | OERK→OMDB | cant=6 | creado=2026-06-20T06:23 | deadline=2026-06-21T06:23

      OERK-000007130 | OERK→OPKC | cant=6 | creado=2026-06-20T07:11 | deadline=2026-06-21T07:11

      OERK-000007131 | OERK→SGAS | cant=5 | creado=2026-06-20T07:50 | deadline=2026-06-22T07:50

      OERK-000007132 | OERK→SVMI | cant=5 | creado=2026-06-20T08:28 | deadline=2026-06-22T08:28

      OERK-000007133 | OERK→LBSF | cant=5 | creado=2026-06-20T09:13 | deadline=2026-06-22T09:13

      OERK-000007134 | OERK→SBBR | cant=5 | creado=2026-06-20T09:57 | deadline=2026-06-22T09:57

      OERK-000007135 | OERK→UMMS | cant=5 | creado=2026-06-20T10:39 | deadline=2026-06-22T10:39

      OERK-000007137 | OERK→OJAI | cant=5 | creado=2026-06-20T12:07 | deadline=2026-06-21T12:07

      OERK-000007138 | OERK→OPKC | cant=5 | creado=2026-06-20T12:53 | deadline=2026-06-21T12:53

      OERK-000007139 | OERK→EHAM | cant=1 | creado=2026-06-20T13:38 | deadline=2026-06-22T13:38

      OERK-000007140 | OERK→OAKB | cant=2 | creado=2026-06-20T21:20 | deadline=2026-06-21T21:20

      OERK-000007141 | OERK→LATI | cant=2 | creado=2026-06-20T21:35 | deadline=2026-06-22T21:35

      OERK-000007142 | OERK→LOWW | cant=2 | creado=2026-06-20T21:59 | deadline=2026-06-22T21:59

      OERK-000007143 | OERK→UBBB | cant=2 | creado=2026-06-20T22:16 | deadline=2026-06-21T22:16

      OERK-000007144 | OERK→OPKC | cant=2 | creado=2026-06-20T22:34 | deadline=2026-06-21T22:34

      OERK-000007145 | OERK→LDZA | cant=2 | creado=2026-06-20T22:43 | deadline=2026-06-22T22:43

      OERK-000007146 | OERK→LOWW | cant=2 | creado=2026-06-20T22:06 | deadline=2026-06-22T22:06

      OERK-000007147 | OERK→OOMS | cant=2 | creado=2026-06-20T23:17 | deadline=2026-06-21T23:17

      OERK-000007148 | OERK→SGAS | cant=2 | creado=2026-06-20T23:35 | deadline=2026-06-22T23:35

      OERK-000007149 | OERK→OYSN | cant=2 | creado=2026-06-20T23:56 | deadline=2026-06-21T23:56

      OERK-000007150 | OERK→SABE | cant=2 | creado=2026-06-21T00:08 | deadline=2026-06-23T00:08

      OERK-000007152 | OERK→OOMS | cant=2 | creado=2026-06-21T00:50 | deadline=2026-06-22T00:50

      OERK-000007153 | OERK→SBBR | cant=2 | creado=2026-06-21T00:03 | deadline=2026-06-23T00:03

      OERK-000007154 | OERK→LKPR | cant=2 | creado=2026-06-21T01:21 | deadline=2026-06-23T01:21

      OERK-000007155 | OERK→SLLP | cant=2 | creado=2026-06-21T01:40 | deadline=2026-06-23T01:40

      OERK-000007156 | OERK→SBBR | cant=2 | creado=2026-06-21T01:49 | deadline=2026-06-23T01:49

      OERK-000007157 | OERK→VIDP | cant=2 | creado=2026-06-21T02:15 | deadline=2026-06-22T02:15

      OERK-000007158 | OERK→UMMS | cant=2 | creado=2026-06-21T02:27 | deadline=2026-06-23T02:27

      OERK-000007159 | OERK→EBCI | cant=2 | creado=2026-06-21T02:47 | deadline=2026-06-23T02:47

      OERK-000007160 | OERK→LBSF | cant=2 | creado=2026-06-21T02:04 | deadline=2026-06-23T02:04

      OERK-000007161 | OERK→LOWW | cant=2 | creado=2026-06-21T03:19 | deadline=2026-06-23T03:19

      OERK-000007162 | OERK→OSDI | cant=2 | creado=2026-06-21T03:36 | deadline=2026-06-22T03:36

      OERK-000007163 | OERK→SBBR | cant=2 | creado=2026-06-21T03:57 | deadline=2026-06-23T03:57

      OERK-000007164 | OERK→SLLP | cant=2 | creado=2026-06-21T04:08 | deadline=2026-06-23T04:08

      OERK-000007165 | OERK→EDDI | cant=2 | creado=2026-06-21T04:26 | deadline=2026-06-23T04:26

      OERK-000007166 | OERK→EKCH | cant=2 | creado=2026-06-21T04:46 | deadline=2026-06-23T04:46

      OERK-000007167 | OERK→SLLP | cant=2 | creado=2026-06-21T04:00 | deadline=2026-06-23T04:00

      OERK-000007168 | OERK→EKCH | cant=2 | creado=2026-06-21T05:13 | deadline=2026-06-23T05:13

      OERK-000007170 | OERK→LATI | cant=2 | creado=2026-06-21T05:47 | deadline=2026-06-23T05:47

      OERK-000007171 | OERK→LDZA | cant=2 | creado=2026-06-21T06:13 | deadline=2026-06-23T06:13

      OERK-000007172 | OERK→SCEL | cant=2 | creado=2026-06-21T06:27 | deadline=2026-06-23T06:27

      OERK-000007174 | OERK→LATI | cant=2 | creado=2026-06-21T06:03 | deadline=2026-06-23T06:03

      OERK-000007175 | OERK→LATI | cant=2 | creado=2026-06-21T07:13 | deadline=2026-06-23T07:13

      OERK-000007176 | OERK→LBSF | cant=2 | creado=2026-06-21T07:36 | deadline=2026-06-23T07:36
